ID,Layer,Raw_material,Fire,Patina,Cortex,Cortex_position,Class,Blank,Blank_extended,Blank_technology,Technology,Bipolar_blank,Preservation,Length,Width,Thickness,Elongation,Robustness,Platform_width,Platform_thickness,Platform_ratio,Platform_type,Platform_shape,Dorsal_thinning,Bulbar_scars,Bulb,Bulb_type,Lip,Lip_type,Curvature,Torsion,Torsion_simplified,Off.axis,Section,Blank_shape,Scar_pattern,Scar_pattern_2,Distal_end,Plunging,Bladelet_negatives,Typology_simplified,Typology,Retouch_position,Dorsal_ret_localization,Ventral_ret_localization,Retouch_left_right,Retouch_uni_bilateral,Retouch_length
CTC_1487,gic,Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Blade,Blade,Optimal production,Optimal,FALSE,Complete,27.60000038,13.39999962,4.599999905,2.05970158,2.913043456,6,3.299999952,1.818181844,Plain,Rectangular,FALSE,FALSE,TRUE,Moderate,FALSE,NA,Straight,0,no,FALSE,Lateral steep,Sub-parallel,Unidirectional,Unidirectional parallel,Straight,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1488,gic,Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Flake,Flake,Maintenance,Maintenance,FALSE,Complete,24.39999962,17.29999924,6.199999809,1.410404664,2.790322543,2,1.299999952,1.538461595,Plain,Oval,FALSE,FALSE,TRUE,Moderate,TRUE,Moderate,Curved,0,no,FALSE,Polyhedral,Convex,Unidirectional parallel,NA,Straight,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1489,ars,Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Bladelet,Bladelet,Carinated,Optimal,FALSE,Complete,11,5.400000095,0.699999988,2.037037001,7.714285982,1.200000048,0.100000001,12.0000003,Linear,Linear,FALSE,FALSE,FALSE,NA,TRUE,Moderate,Straight,0,no,FALSE,Flat,Convergent,Unidirectional parallel,Unidirectional parallel,Convex,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1490,ars,Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Bladelet,Bladelet,Optimal production,Optimal,FALSE,Complete,15.60000038,6.900000095,1.200000048,2.260869589,5.749999851,1.700000048,0.200000003,8.500000112,Linear,Linear,FALSE,FALSE,FALSE,NA,TRUE,Moderate,Curved,0,no,FALSE,Triangular,Irregular,Unidirectional parallel,Unidirectional parallel,Convex,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1491,ars,Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Bladelet,Bladelet,Carinated,Optimal,FALSE,Complete,15.5,6,1.899999976,2.583333333,3.157894776,1.200000048,0.899999976,1.333333422,Plain,Oval,FALSE,FALSE,FALSE,NA,TRUE,Moderate,Curved,0,no,FALSE,Trapezoidal,Convergent,Unidirectional convergent,Unidirectional convergent,Pointed,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1492,ars,Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Bladelet,Flakelet,Carinated,Optimal,FALSE,Complete,14.5,8.199999809,2.099999905,1.768292724,3.904761991,2,1.200000048,1.6666666,Plain,Oval,FALSE,FALSE,FALSE,NA,TRUE,Pronounced,Curved,0,no,FALSE,Trapezoidal,Convex,Unidirectional parallel,Unidirectional parallel,Convex,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1493,ars,Fine-grained chert,FALSE,TRUE,0%,NA,Blank,Bladelet,Bladelet,Maintenance,Maintenance,FALSE,Complete,23,11.30000019,4.199999809,2.035398196,2.690476358,5.699999809,2.099999905,2.714285747,Plain,Rectangular,FALSE,FALSE,TRUE,Pronounced,FALSE,NA,Straight,0,no,FALSE,Polyhedral,Sub-parallel,Unidirectional parallel,Unidirectional parallel,Convex,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1494,ars,Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Flake,Flake,Maintenance,Maintenance,FALSE,Complete,29.10000038,18,5.800000191,1.616666688,3.103448174,2.799999952,2,1.399999976,Plain,Rectangular,FALSE,FALSE,TRUE,Moderate,TRUE,Moderate,Curved,0,no,FALSE,Polyhedral,Irregular,Bidirectional,NA,Irregular,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1495,ars,Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Blade,Blade,Maintenance,Maintenance,FALSE,Complete,37.29999924,17,6,2.194117602,2.833333333,4.300000191,2,2.150000095,Plain,Rectangular,FALSE,FALSE,TRUE,Moderate,FALSE,NA,Straight,0,no,FALSE,Trapezoidal,Irregular,Unidirectional parallel,Unidirectional parallel,Convex,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1496,ars,Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Flake,Flake,Maintenance,Maintenance,FALSE,Complete,23.20000076,15.19999981,3.200000048,1.526315859,4.74999987,5.699999809,1.200000048,4.749999652,Plain,Rectangular,FALSE,FALSE,TRUE,Moderate,TRUE,Moderate,Straight,0,no,FALSE,Polyhedral,Convex,Unidirectional parallel,NA,Convex,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1498,ars,Quartzite,FALSE,FALSE,0%,NA,Blank,Blade,Blade,Lateral,Maintenance,FALSE,Complete,62.09999847,30.79999924,11.10000038,2.016233767,2.774774611,5.199999809,2,2.599999905,Plain,Oval,FALSE,FALSE,TRUE,Pronounced,FALSE,NA,Curved,1R,yes,FALSE,Trapezoidal,Comma-like,Unidirectional convergent,Unidirectional convergent,Convex,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1499,gic,Fine-grained chert,FALSE,FALSE,1-33%,Proximal,Blank,Flake,Flake,Semi-cortical,Semi-cortical,FALSE,Complete,39,19.5,3.400000095,2,5.735293957,7,3.200000048,2.187499967,Plain,Rectangular,FALSE,FALSE,TRUE,Moderate,FALSE,NA,Curved slightly,0,no,FALSE,Trapezoidal,Convergent,Unidirectional,NA,Pointed,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1500,gic,Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Blade,Blade,Maintenance,Maintenance,FALSE,Complete,35.09999847,15.89999962,6.800000191,2.207547127,2.338235172,11.60000038,6.300000191,1.841269846,Plain,Oval,FALSE,FALSE,TRUE,Pronounced,FALSE,NA,Straight,0,no,FALSE,Lateral steep,Sub-parallel,Unidirectional parallel,Unidirectional parallel,Convex,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1501,gic,Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Flake,Flake,Tablet,Maintenance,FALSE,Complete,43.70000076,38,16.20000076,1.15000002,2.345678902,22,11.30000019,1.946902622,Faceted,Rectangular,FALSE,FALSE,TRUE,Pronounced,FALSE,NA,Curved slightly,0,no,FALSE,Trapezoidal,Irregular,Unidirectional,NA,Convex,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1502,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Flake,Flake,Tablet,Maintenance,FALSE,Complete,35.5,8,6.5,4.4375,1.230769231,9,6.199999809,1.451612948,Faceted,Rectangular,FALSE,FALSE,TRUE,Moderate,FALSE,NA,Straight,0,no,FALSE,Trapezoidal,Irregular,Transversal,NA,Irregular,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1503,gic,Fine-grained chert,FALSE,FALSE,0%,NA,Core-Tool,Blade,Blade,Maintenance,Maintenance,FALSE,Complete,42.70000076,17.29999924,10.69999981,2.468208245,1.616822387,3,1.700000048,1.764705833,Plain,Oval,FALSE,FALSE,FALSE,NA,TRUE,Pronounced,Straight,0,no,FALSE,Triangular,Sub-parallel,Unidirectional,Unidirectional parallel,Straight,TRUE,FALSE,Burin multiple,Burin on prepared platform multiple,NA,NA,NA,NA,NA,NA
CTC_1504,gic,Fine-grained chert,FALSE,FALSE,1-33%,Left,Blank,Flake,Flake,Tablet,Maintenance,FALSE,Complete,24.39999962,23.60000038,9.100000381,1.033898272,2.593406527,14.89999962,6.5,2.292307634,Dihedral,Rectangular,FALSE,FALSE,TRUE,Moderate,FALSE,NA,Curved,0,no,FALSE,Lateral steep,Sub-parallel,Unidirectional,NA,Straight,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1505,gic,Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Flake,Flake,Maintenance,Maintenance,FALSE,Complete,23.39999962,20.29999924,4.800000191,1.152709384,4.22916634,12.19999981,4.099999905,2.975609779,Plain,Rectangular,FALSE,FALSE,TRUE,Pronounced,FALSE,NA,Straight,0,no,FALSE,Polyhedral,Convex,Unidirectional convergent,NA,Convex,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1506,gic,Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Flake,Flake,Maintenance,Maintenance,FALSE,Complete,23.20000076,22.5,5.5,1.031111145,4.090909091,8,3.400000095,2.35294111,Plain,Rectangular,FALSE,FALSE,TRUE,Pronounced,FALSE,NA,Curved,0,no,FALSE,Polyhedral,Convex,Unidirectional parallel,NA,Straight,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1507,gic,Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Flake,Flake,Maintenance,Maintenance,FALSE,Complete,22.39999962,19.20000076,5.300000191,1.1666666,3.622641523,3.5,2.400000095,1.458333275,Plain,Oval,FALSE,FALSE,FALSE,NA,FALSE,NA,Straight,0,no,FALSE,Polyhedral,Convex,Unidirectional parallel,NA,Convex,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1508,gic,Fine-grained chert,FALSE,FALSE,1-33%,Middle,Core-Tool,Flake,Flake,Semi-cortical,Semi-cortical,FALSE,Distal,23,22.79999924,11.5,1.008771964,1.982608629,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,Straight,0,no,FALSE,Trapezoidal,Sub-parallel,Unidirectional,NA,Convex,FALSE,FALSE,Rabot,Rabot,Direct,NA,NA,NA,NA,14
CTC_1509,gic,Fine-grained chert,FALSE,FALSE,0%,NA,Tool,Flake,Flake,Optimal production,Optimal,FALSE,Distal,17,13.69999981,8,1.24087593,1.712499976,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,Straight,0,no,FALSE,Trapezoidal,NA,Undetermined,NA,Convex,FALSE,FALSE,Endscraper flat-nosed,Endscraper flat-nosed,Direct,Distal,NA,NA,NA,8.5
CTC_1510,gic,Fine-grained chert,FALSE,FALSE,0%,NA,Tool,Undetermined,Undetermined,Undetermined,Undetermined,FALSE,Undetermined,NA,10,6,NA,1.666666667,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,Straight,0,no,FALSE,Trapezoidal,NA,Undetermined,NA,NA,FALSE,FALSE,Composite tool,Endscraper;Undetermined retouched piece,Direct,NA,NA,NA,NA,NA
CTC_1511,gic,Radiolarite,FALSE,FALSE,0%,NA,Blank,Bladelet,Bladelet,Carinated,Optimal,FALSE,Complete,29,5.900000095,5.099999905,4.915254158,1.156862785,2.099999905,0.200000003,10.49999937,Linear,Linear,FALSE,FALSE,FALSE,NA,TRUE,Moderate,Curved slightly,0,no,FALSE,Triangular,Sub-parallel,Crossed,Other,Straight,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1512,rsa',Quartzite,FALSE,FALSE,33-66%,NA,Core,Other,Other,NA,Other,FALSE,NA,30,25.29999924,24,1.185770787,1.054166635,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1513,gic,Fine-grained chert,FALSE,FALSE,1-33%,NA,Core,Other,Other,NA,Other,FALSE,NA,14.5,39.5,29.70000076,0.367088608,1.329966296,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1514,gic,Fine-grained chert,FALSE,FALSE,1-33%,Proximal,Tool,Flake,Flake,Maintenance,Maintenance,FALSE,Complete,45.29999924,32.20000076,17.89999962,1.406832241,1.798882763,16.5,13,1.269230769,Cortical,Rectangular,FALSE,FALSE,TRUE,Pronounced,FALSE,NA,Curved,0,no,FALSE,Lateral steep,Irregular,Bidirectional,NA,Convex,FALSE,TRUE,Flake retouched,Flake retouched,Direct,Distal,NA,NA,NA,NA
CTC_1515,gic,Fine-grained chert,FALSE,FALSE,0%,NA,Core,Other,Other,NA,Other,FALSE,NA,35.29999924,17.20000076,17.10000038,2.052325446,1.005847975,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1516,rsa',Radiolarite,FALSE,FALSE,0%,NA,Tool,Bladelet,Bladelet,Optimal production,Optimal,FALSE,Complete,25.39999962,3.799999952,1.200000048,6.68421051,3.166666501,1.100000024,0.1,11.00000024,Linear,Linear,FALSE,FALSE,FALSE,NA,TRUE,Moderate,Straight,0,no,FALSE,Triangular,Sub-parallel,Unidirectional parallel,Unidirectional parallel,Convex,FALSE,FALSE,Retouched bladelet,Bladelet with lateral retouch,Alternate,Continuous left,Continuous right,Ventral right,Unilateral,NA
CTC_1517,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Flake,Flake,Maintenance,Maintenance,FALSE,Complete,57.40000153,28.20000076,9.100000381,2.035460992,3.098901053,10,2.900000095,3.448275749,Plain,Winged,FALSE,TRUE,TRUE,Moderate,FALSE,NA,Curved,0,no,FALSE,Polyhedral,Irregular,Unidirectional transversal,NA,Straight,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1518,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Flake,Flake,Maintenance carinated,Maintenance,FALSE,Complete,27.39999962,16.39999962,4.699999809,1.670731723,3.489361763,3.700000048,1.299999952,2.846153987,Plain,Oval,FALSE,FALSE,TRUE,Moderate,TRUE,Pronounced,Curved,2L,yes,FALSE,Trapezoidal,Sub-parallel,Unidirectional convergent,NA,Straight,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1519,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Blade,Blade,Maintenance,Maintenance,FALSE,Distal,NA,15.10000038,5.099999905,NA,2.960784444,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,Curved,1R,yes,FALSE,Trapezoidal,NA,Unidirectional convergent,NA,Straight,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1520,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Flake,Flake,Crest,Initialization,FALSE,Distal,45.40000153,21.79999924,13.19999981,2.08256895,1.651515118,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,Curved,1L,yes,FALSE,Lateral steep,Irregular,Crossed,NA,Straight,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1521,rsa',Fine-grained chert,FALSE,FALSE,1-33%,Left,Blank,Flake,Flake,Maintenance,Maintenance,FALSE,Complete,44.40000153,28.39999962,16,1.563380356,1.774999976,4,3.400000095,1.176470555,Cortical,Triangular,FALSE,FALSE,FALSE,NA,TRUE,Pronounced,Curved slightly,0,no,FALSE,Lateral steep,Irregular,Unidirectional,NA,Straight,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1522,rsa',Fine-grained chert,FALSE,FALSE,66-99%,Distal;Middle,Blank,Flake,Flake,Cortical,Initialization,TRUE,Complete,30.29999924,32.5,13.80000019,0.932307669,2.355072431,NA,NA,NA,Absent,Undetermined,FALSE,FALSE,FALSE,NA,FALSE,NA,Curved,0,no,FALSE,Trapezoidal,Irregular,Unidirectional,NA,Straight,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1523,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Flake,Flake,Maintenance,Maintenance,TRUE,Complete,32.59999847,14.89999962,11.5,2.187919417,1.295652141,NA,NA,NA,Absent,Undetermined,FALSE,FALSE,FALSE,NA,FALSE,NA,Curved slightly,0,no,FALSE,Trapezoidal,Irregular,Bidirectional,NA,Irregular,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1524,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Blade,Blade,Maintenance,Maintenance,FALSE,Distal,NA,13.60000038,5.699999809,NA,2.385965059,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,Curved,0,no,FALSE,Polyhedral,Convergent,Unidirectional convergent,NA,Pointed,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1526,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Flake,Flake,Tablet,Maintenance,FALSE,Complete,21.89999962,35.20000076,4.599999905,0.622159067,7.652174238,6.300000191,3.099999905,2.032258189,Faceted,Rectangular,FALSE,FALSE,TRUE,Moderate,FALSE,NA,Curved,0,no,FALSE,Flat,Irregular,Unidirectional,NA,Straight,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1527,rsa',Fine-grained chert,FALSE,FALSE,1-33%,Distal,Blank,Flake,Flake,Lateral,Maintenance,FALSE,Complete,41.90000153,29.29999924,10,1.430034219,2.929999924,12,4.699999809,2.553191593,Plain,Rectangular,FALSE,FALSE,TRUE,Moderate,FALSE,NA,Curved,1R,yes,FALSE,Trapezoidal,Comma-like,Unidirectional,NA,Straight,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1528,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Flake,Flake,Lateral,Maintenance,FALSE,Distal,NA,24.79999924,11.30000019,NA,2.194690161,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,Curved slightly,0,no,FALSE,Lateral steep,Irregular,Unidirectional parallel + crossed,NA,Straight,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1529,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Flake,Flake,Crest,Initialization,FALSE,Mesial,NA,21,12,NA,1.75,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,Straight,0,no,FALSE,Lateral steep,Irregular,Crossed,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1530,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Flake,Flake,Maintenance,Maintenance,FALSE,Proximal,NA,16.79999924,3.200000048,NA,5.249999683,6.400000095,1.799999952,3.555555703,Plain,Oval,FALSE,FALSE,TRUE,Moderate,TRUE,Moderate,NA,NA,NA,FALSE,NA,NA,Unidirectional convergent,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1532,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Flake,Flake,Crest,Initialization,FALSE,Complete,35.79999924,19.5,11.39999962,1.835897397,1.710526373,13,6.400000095,2.03124997,Plain,Rectangular,FALSE,FALSE,TRUE,Pronounced,FALSE,NA,Straight,0,no,FALSE,Lateral steep,Irregular,Unidirectional parallel + crossed,NA,Straight,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1533,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Blade,Blade,Cortical,Optimal,TRUE,Complete,48.29999924,16.39999962,10.5,2.945121973,1.561904726,NA,NA,NA,Absent,Undetermined,FALSE,FALSE,FALSE,NA,FALSE,NA,Straight,0,no,FALSE,Triangular,Sub-parallel,Unidirectional,Unidirectional parallel,Straight,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1534,rsa',Fine-grained chert,FALSE,FALSE,33-66%,Middle,Blank,Bladelet,Bladelet,Debordant,Maintenance,FALSE,Complete,38.40000153,11.39999962,8.699999809,3.368421299,1.310344812,8,3.900000095,2.051282001,Plain,Rectangular,FALSE,TRUE,TRUE,Moderate,FALSE,NA,Curved,1R,yes,FALSE,Lateral steep,Irregular,Crossed,Other,Straight,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1535,rsa',Fine-grained chert,FALSE,FALSE,1-33%,Proximal,Blank,Bladelet,Bladelet,Crest,Initialization,FALSE,Complete,24.70000076,10,4.300000191,2.470000076,2.325581292,2.700000048,1.299999952,2.07692319,Cortical,Triangular,FALSE,FALSE,TRUE,Moderate,TRUE,Moderate,Curved,1R,yes,FALSE,Lateral steep,Irregular,Unidirectional parallel + crossed,Other,Pointed,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1536,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Bladelet,Bladelet,Optimal production,Optimal,FALSE,Complete,21.60000038,8.699999809,3.5,2.482758719,2.485714231,2.599999905,1.200000048,2.166666501,Abraded,Rectangular,FALSE,FALSE,TRUE,Pronounced,FALSE,NA,Curved,2L,yes,FALSE,Triangular,Convergent,Unidirectional convergent,Unidirectional convergent,Pointed,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1537,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Bladelet,Flakelet,Carinated,Optimal,FALSE,Complete,15.39999962,8.899999619,1.899999976,1.73033711,4.684210384,1.299999952,1,1.299999952,Plain,Oval,FALSE,FALSE,TRUE,Moderate,TRUE,Pronounced,Curved slightly,0,no,FALSE,Triangular,Sub-parallel,Unidirectional parallel,Unidirectional parallel,Convex,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1538,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Flake,Flake,Maintenance carinated,Maintenance,FALSE,Complete,17.70000076,10.5,3.900000095,1.685714358,2.692307626,3.400000095,0.200000003,17.00000022,Linear,Linear,FALSE,FALSE,TRUE,Moderate,FALSE,NA,Curved slightly,0,no,FALSE,Triangular,Sub-parallel,Unidirectional parallel,NA,Irregular,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1539,rsa',Fine-grained chert,FALSE,TRUE,0%,NA,Blank,Bladelet,Bladelet,Optimal production,Optimal,FALSE,Complete,16.20000076,7.5,1.600000024,2.160000102,4.68749993,1.299999952,0.699999988,1.857142821,Plain,Oval,FALSE,FALSE,FALSE,NA,TRUE,Moderate,Straight,0,no,FALSE,Triangular,Irregular,Unidirectional parallel,Unidirectional parallel,Irregular,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1540,rsa',Fine-grained chert,FALSE,FALSE,33-66%,Distal,Blank,Flake,Flake,Maintenance carinated,Maintenance,FALSE,Complete,13.60000038,7.900000095,3.700000048,1.721519015,2.135135133,2,0.300000012,6.666666402,Linear,Linear,FALSE,FALSE,FALSE,NA,TRUE,Pronounced,Curved,0,no,FALSE,Trapezoidal,Convergent,Unidirectional convergent,NA,Pointed,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1541,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Bladelet,Flakelet,Carinated,Optimal,FALSE,Complete,16,9.100000381,1.700000048,1.758241685,5.352941251,2,0.100000001,19.9999997,Linear,Linear,FALSE,FALSE,FALSE,NA,TRUE,Moderate,Curved,0,no,FALSE,Trapezoidal,Sub-parallel,Unidirectional convergent,Unidirectional convergent,Convex,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1542,rsa',Fine-grained chert,FALSE,FALSE,33-66%,Right,Blank,Bladelet,Bladelet,Semi-cortical,Semi-cortical,FALSE,Complete,20.60000038,8,3.099999905,2.575000048,2.580645241,1.200000048,0.600000024,2,Plain,Oval,FALSE,FALSE,TRUE,Moderate,FALSE,NA,Curved slightly,0,no,FALSE,Triangular,Irregular,Unidirectional parallel,Unidirectional parallel,Irregular,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1543,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Flake,Flake,Maintenance carinated,Maintenance,FALSE,Complete,14,10.30000019,1.399999976,1.359223276,7.357143119,1.799999952,0.300000012,5.999999603,Linear,Linear,FALSE,FALSE,TRUE,Moderate,TRUE,Pronounced,Curved slightly,0,no,FALSE,Polyhedral,Sub-parallel,Unidirectional convergent,NA,Irregular,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1544,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Bladelet,Flakelet,Carinated,Optimal,FALSE,Complete,17.10000038,9.5,2.200000048,1.80000004,4.318181725,2.599999905,0.300000012,8.666666004,Linear,Linear,FALSE,FALSE,TRUE,Moderate,TRUE,Moderate,Straight,0,no,FALSE,Trapezoidal,Sub-parallel,Unidirectional parallel,Unidirectional parallel,Convex,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1545,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Flake,Flake,Maintenance carinated,Maintenance,FALSE,Complete,15.5,9.199999809,1.600000024,1.684782644,5.749999795,2,0.800000012,2.499999963,Plain,Rectangular,FALSE,FALSE,FALSE,NA,TRUE,Pronounced,Curved,0,no,FALSE,Polyhedral,Comma-like,Unidirectional convergent,NA,Pointed,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1546,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Bladelet,Bladelet,Lateral,Maintenance,FALSE,Complete,16.5,7.599999905,2.200000048,2.171052659,3.454545336,1.700000048,0.899999976,1.888888992,Plain,Oval,FALSE,FALSE,TRUE,Moderate,TRUE,Moderate,Curved,1R,yes,FALSE,Polyhedral,Comma-like,Unidirectional convergent,Unidirectional convergent,Pointed,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1547,rsa',Radiolarite,FALSE,FALSE,0%,NA,Blank,Bladelet,Flakelet,Carinated,Optimal,FALSE,Complete,11.30000019,6.900000095,1.5,1.637681164,4.600000064,2.400000095,0.200000003,12.0000003,Linear,Linear,FALSE,FALSE,TRUE,Moderate,TRUE,Moderate,Curved,0,no,FALSE,Triangular,Irregular,Unidirectional parallel,Unidirectional parallel,Convex,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1548,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Bladelet,Flakelet,Carinated,Optimal,FALSE,Complete,11.19999981,5.900000095,1.399999976,1.898305022,4.214285854,1.5,0.200000003,7.499999888,Linear,Linear,FALSE,FALSE,FALSE,NA,TRUE,Moderate,Curved,0,no,FALSE,Polyhedral,Convergent,Unidirectional convergent,Unidirectional convergent,Pointed,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
CTC_1549,rsa',Fine-grained chert,FALSE,FALSE,0%,NA,Blank,Bladelet,Flakelet,Carinated,Optimal,FALSE,Complete,9.600000381,5.699999809,1.899999976,1.68421065,2.999999937,2.400000095,1,2.400000095,Plain,Rectangular,FALSE,FALSE,FALSE,NA,TRUE,Pronounced,Straight,0,no,FALSE,Triangular,Convergent,Unidirectional convergent,Unidirectional convergent,Pointed,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
